identity,ACTB,IFITM3,CD4,IFNG,B2M,umap_1,umap_2
CD14+ Mono,8,2,0,0,22,-7.734299711604276,7.50238569112346
NK,12,0,0,0,59,6.815475411991915,-0.3663466420598287
B,4,0,0,0,20,8.148919530491671,12.221943930106614
Memory CD4 T,23,1,1,0,92,3.2455107646988246,-7.717350884956862
Naive CD4 T,3,1,0,0,36,-0.02460985602871446,-5.453406735939528
Memory CD4 T,42,1,0,0,65,3.3351199108169887,-7.560213967842604
CD8 T,10,0,0,0,59,4.302223392109713,-2.0483426299519794
Naive CD4 T,21,0,0,0,66,0.987853654007754,-8.10822860865071
Naive CD4 T,1,0,0,0,15,-1.1097336334182408,-4.243656083626296
Naive CD4 T,8,0,0,0,40,0.08791167316897841,-6.908595010323073
CD14+ Mono,27,0,0,0,17,-7.60778336944119,8.178170755820725
CD14+ Mono,23,2,0,0,19,-7.1844540161086705,6.198300913291429
Memory CD4 T,27,0,0,0,61,1.5250981825397822,-7.646082803291823
CD8 T,23,0,0,0,70,4.532311387638888,-3.808381959480788
Memory CD4 T,4,0,0,0,48,3.5431893545196864,-5.908437177223708
B,12,0,0,0,25,6.421307035069308,12.54835803838298
CD14+ Mono,21,1,1,0,35,-7.692229322810331,4.707106903510545
FCGR3A+ Mono,11,6,1,0,40,-10.84416203917996,4.857406214194749
CD8 T,6,0,0,0,36,3.948162980656466,-2.9935945716328876
Naive CD4 T,10,0,0,0,55,-0.3664718193008092,-6.989117547554518
B,9,0,0,0,18,8.22367472229465,12.5490217957072
B,8,0,0,0,14,7.495201058964572,11.522029951529953
Naive CD4 T,6,0,1,0,27,-1.060720495600858,-5.548355504555251
CD14+ Mono,17,1,0,0,36,-8.80345158996121,6.2668190750651105
B,12,0,0,0,41,5.575443931202731,13.005817488151047
Memory CD4 T,8,0,0,0,63,1.6386682319448802,-8.057702943367508
CD14+ Mono,109,2,0,0,91,-8.69097142638699,4.271381929831956
FCGR3A+ Mono,70,5,1,0,150,-11.58035188140408,3.876376465278123
Naive CD4 T,9,0,0,0,50,0.5644338804291102,-3.818624421638991
Naive CD4 T,14,0,0,0,33,0.08206469593509169,-8.047210618538406
Memory CD4 T,15,0,0,0,75,2.0790020900772426,-5.882330819649245
CD8 T,22,0,0,0,54,4.412830062489352,-3.52351705698445
B,6,0,0,0,23,6.585919328312716,12.41239841313884
NK,34,0,0,0,108,6.904094167332492,-0.8423928466267843
Naive CD4 T,10,0,1,0,39,1.0408633428619716,-6.905260964912917
B,6,0,0,0,32,6.201192327122531,13.251917913871262
CD8 T,9,0,0,0,96,4.7295472103165,-2.774166747612502
CD14+ Mono,45,4,1,0,40,-7.823138288874784,4.6087621006541
CD14+ Mono,31,3,1,0,16,-7.947670034785428,5.602633074241136
B,6,0,0,0,20,6.942460008244357,11.760454252677414
B,4,1,0,0,23,7.381072946171603,12.215133741813156
FCGR3A+ Mono,71,13,0,0,57,-11.24561410369412,4.120860413032029
Naive CD4 T,9,1,0,0,53,0.11604446945651503,-8.090444489998367
CD14+ Mono,13,1,1,0,14,-8.585751585383573,7.3448010239176496
CD14+ Mono,22,0,0,0,33,-6.905444197077909,5.697085932212327
NK,18,0,0,0,84,6.51240820465549,-0.20390503076985067
Naive CD4 T,2,0,0,0,52,-0.2046402019454625,-8.076593324226883
Naive CD4 T,4,0,0,0,24,-0.11176424445644884,-5.025441571754958
Naive CD4 T,17,0,0,0,44,1.329128422121844,-7.819845124763991
Memory CD4 T,16,0,1,0,49,2.806746907811007,-7.550286218208815
DC,78,0,0,0,49,-6.6871958297683385,3.029496983008836
Naive CD4 T,16,0,0,0,34,1.315692313294253,-5.980165883583571
Memory CD4 T,9,0,0,0,56,2.6176394301460597,-7.963655396980788
B,6,0,0,0,33,7.997057386021456,12.87809665532634
CD14+ Mono,22,0,0,0,21,-6.810353330989042,6.504725054221605
Memory CD4 T,21,0,1,0,56,3.959773488621554,-7.254190370125319
CD14+ Mono,37,2,1,0,40,-7.1554880660964635,6.013578489737962
CD8 T,15,0,0,0,37,3.8100348192261073,-2.6218218055196063
FCGR3A+ Mono,31,2,0,0,37,-11.47795110167996,4.650763586478685
Naive CD4 T,6,0,0,0,45,-0.06473319949642686,-6.549933358711745
CD8 T,24,0,0,0,61,4.353365369419894,-2.879478856606032
Memory CD4 T,17,0,0,0,75,3.232777901272616,-8.309876367134597
Naive CD4 T,36,0,0,0,32,-0.2736077827407506,-6.467143937630202
Naive CD4 T,17,0,0,0,57,-0.7095904869033482,-6.362921639961745
Naive CD4 T,8,0,0,0,45,1.6527838933275554,-6.587304994148757
Naive CD4 T,7,0,0,0,31,-1.1558187526656774,-5.739518567604567
FCGR3A+ Mono,80,8,0,0,78,-10.184425405879178,4.14317257733867
B,2,0,0,0,19,8.248757787327609,12.575912550406906
NK,6,0,0,0,42,6.394576497654757,-0.0021626201100606313
Naive CD4 T,16,0,0,0,33,0.05321759758456679,-6.684518262428786
Memory CD4 T,13,0,0,0,48,2.872407742123446,-6.397298261208083
Naive CD4 T,12,0,0,0,29,-1.15565352859036,-4.331337853951003
NK,22,0,0,1,76,6.400967546086154,-0.4846456494756002
Naive CD4 T,6,0,0,0,24,1.2881136613891933,-3.822955056709792
Memory CD4 T,17,0,0,0,64,3.9834699111984584,-8.006686135811355
Naive CD4 T,5,0,0,0,33,0.2347211319015834,-6.492095872444655
Naive CD4 T,5,0,0,0,35,-0.6798065227462438,-3.5522121634907977
Naive CD4 T,23,0,0,0,37,0.7837011295364711,-7.069520875496413
Naive CD4 T,8,0,0,0,42,0.813264198880038,-5.166606828255202
Memory CD4 T,8,0,0,0,50,3.6167889314697597,-8.444579049629715
CD14+ Mono,39,2,2,0,33,-8.234238676448026,4.6357672962717755
Naive CD4 T,5,0,0,0,45,-1.3911893886520055,-5.99917738108113
Naive CD4 T,13,0,0,0,53,-0.7411551994277623,-6.964466020149733
FCGR3A+ Mono,32,3,0,0,46,-11.512996725459256,4.124368742423509
Naive CD4 T,18,0,0,0,38,0.7684125381515834,-6.539820596260573
CD14+ Mono,12,2,0,0,27,-9.317368559260526,7.422198370414232
Memory CD4 T,21,0,0,0,61,4.252967544178805,-8.097895547432449
Memory CD4 T,17,0,0,0,42,2.184609778504214,-7.050325318855788
Naive CD4 T,10,0,0,0,36,0.08898896751864882,-5.3992857184834735
Naive CD4 T,8,0,0,0,33,0.11277348576053114,-4.711887284798171
CD8 T,29,0,0,0,54,4.6008572059677455,-3.5234145369954364
B,8,0,0,0,37,7.356742807011447,12.201639250236008
Memory CD4 T,13,0,0,0,53,3.387074537854037,-6.586726113838698
FCGR3A+ Mono,35,2,0,0,57,-11.021132521052518,4.035410002189134
CD8 T,24,0,0,1,55,4.859489389042697,-3.5489410605855243
Memory CD4 T,8,0,0,0,52,3.263728805165133,-7.421748086494948
Memory CD4 T,6,0,0,0,24,2.387050338368258,-8.285154267830398
Naive CD4 T,14,0,0,0,40,0.40263206539615126,-5.735069676918532
Naive CD4 T,2,0,0,0,24,-1.3558505100204137,-6.144380494637038
Memory CD4 T,19,0,0,0,70,3.2232183891342494,-8.213778420967605
CD8 T,9,0,0,0,62,5.313649840931735,-1.8957304206319112
B,8,0,0,0,17,7.556494660954318,11.850874021964524
NK,18,0,0,1,67,6.038956590275607,0.19341678948924357
Naive CD4 T,12,0,0,0,56,1.5160949009464595,-5.395317956490065
CD8 T,8,0,0,0,127,3.622493215184054,-3.583362027687575
Naive CD4 T,19,0,0,0,33,0.8522482591675136,-6.363672658485915
Memory CD4 T,21,0,0,0,34,1.920168847124419,-7.657540246529128
Naive CD4 T,6,0,0,0,16,0.10023147640689345,-3.577178880257155
Naive CD4 T,6,0,0,0,24,-0.45318251075283555,-5.587253495735671
NK,21,0,0,0,54,7.379880376438937,-0.027136251015212
Naive CD4 T,4,0,0,0,41,-1.0298800987197545,-6.812261506599929
CD8 T,6,0,0,0,42,3.6684917884872768,-3.7874221053548114
CD8 T,13,0,0,0,64,4.342307992558322,-2.5491294112630145
Naive CD4 T,4,0,0,0,14,1.163513370137057,-3.739133283180739
Naive CD4 T,5,0,0,0,29,0.29616159973605605,-8.205668374580886
CD14+ Mono,15,8,0,0,42,-6.979701094050565,6.174473837333177
Memory CD4 T,3,0,0,0,35,5.221934981922946,-2.779254123253371
B,5,0,0,0,34,6.010874696354708,12.580403402762864
CD14+ Mono,12,6,0,0,27,-8.9635839981033,5.979211405234788
CD8 T,12,0,0,0,62,5.094889588932833,-3.3338698592610614
CD14+ Mono,6,3,0,0,26,-8.906995825190702,6.535898760276292
B,9,0,0,0,9,7.738856740574679,13.019317701774094
CD8 T,12,0,0,0,48,3.338868446926913,-3.255231782478835
FCGR3A+ Mono,39,8,0,0,37,-10.889376692195096,4.715426042991136
Naive CD4 T,6,0,0,0,42,1.9486435878084514,-4.694656774086501
Naive CD4 T,13,0,0,0,44,-0.8348303359939244,-6.180087014717604
B,3,0,0,0,25,7.208593316655001,13.407919958548996
CD14+ Mono,10,0,0,0,8,-9.130289129634061,8.100753859000656
CD14+ Mono,11,2,1,0,9,-9.027278952021756,6.735138491111253
Naive CD4 T,6,0,0,0,18,-0.4617338699294713,-3.8918513503499286
Memory CD4 T,15,0,0,0,64,1.9561814892099711,-6.288565084023024
Memory CD4 T,22,0,0,0,53,2.8561094480560634,-7.980624124092604
NK,1,1,0,0,47,5.898622937779269,0.2935710105471354
B,2,0,0,0,16,8.02428335724338,11.461515501456711
Memory CD4 T,5,0,1,0,56,2.4804276305244777,-5.975057050270583
Naive CD4 T,4,0,0,0,60,0.9760853129433009,-6.656778737587477
Naive CD4 T,20,0,0,0,50,0.3253588157699916,-6.9721383300252215
Memory CD4 T,23,0,0,0,61,2.548402138333163,-7.768162652534987
B,5,0,0,0,17,7.531149335484347,12.241590574698899
CD8 T,10,0,0,0,64,4.218497939686618,-2.2897247519917743
Memory CD4 T,18,0,0,0,67,4.263118692021212,-7.484559937996413
FCGR3A+ Mono,47,5,0,0,43,-10.796053938288846,3.9658036980204328
FCGR3A+ Mono,84,5,0,0,82,-11.458849005122342,3.695936993079637
Naive CD4 T,2,0,0,0,24,-1.1618598026229527,-4.674653932137038
NK,24,1,0,0,130,7.161996312718234,-0.6615008559651632
Memory CD4 T,21,0,1,0,79,3.66194958267673,-7.308782502693679
Naive CD4 T,10,0,0,0,15,1.3382186370895717,-4.054243966621901
CD8 T,13,0,0,0,53,4.64740199623569,-3.6302661147542254
Memory CD4 T,12,0,1,0,48,2.5451315122650477,-8.10292141107991
Naive CD4 T,8,0,0,0,29,0.2457403617904994,-3.7649029937215106
Memory CD4 T,12,0,0,0,64,2.7290779429481837,-6.720695897621657
Naive CD4 T,1,0,1,0,30,-0.683224968333402,-3.960716172737624
Memory CD4 T,4,0,0,0,59,3.780163474659762,-6.013479157967116
CD14+ Mono,3,3,0,0,7,-8.844176344294706,7.636718347983812
FCGR3A+ Mono,49,4,0,0,93,-10.024057440180936,3.97767980428264
Naive CD4 T,4,0,0,0,99,-0.5200562995864537,-4.866847440285231
CD8 T,24,0,0,0,46,4.195580192189059,-3.191643163246657
Platelet,24,0,0,0,14,-9.732791952510038,0.31652982564494425
FCGR3A+ Mono,59,6,1,0,76,-11.17980771483914,4.216525867896531
Memory CD4 T,13,0,0,0,73,1.523973621706805,-7.435905381721999
Naive CD4 T,10,0,0,0,21,1.9484556692646358,-4.078791543526198
CD14+ Mono,19,2,1,0,10,-7.24320702971951,6.6286097321085675
Memory CD4 T,14,0,0,0,65,1.9280003386543605,-6.882926866096999
CD14+ Mono,60,0,0,0,29,-6.889868788142362,6.469410494285081
Memory CD4 T,13,0,0,0,80,4.057085223774752,-7.413572236580397
Memory CD4 T,13,0,1,0,46,1.3226892429397914,-7.727951928658034
CD14+ Mono,15,0,0,0,18,-7.059774450678983,7.779597834067796
CD8 T,14,0,0,0,40,4.067384667973361,-2.041435405296828
Naive CD4 T,6,0,0,0,35,0.2587044912384364,-6.740672990364577
Naive CD4 T,2,0,0,0,36,-0.37159638824001817,-5.427628442329909
CD8 T,26,0,0,0,80,4.858648963551364,-2.580208703560378
Naive CD4 T,13,0,0,0,30,-0.3399200958205846,-5.343704625649001
CD8 T,7,0,0,0,55,5.7503556686447475,-1.1710635867543477
Naive CD4 T,10,0,1,0,32,-0.6991959136916783,-5.827354356331374
B,17,0,0,0,33,6.102246232609591,13.012585714774582
Naive CD4 T,18,0,0,0,88,0.24904746590121718,-7.610716744942214
CD14+ Mono,17,1,0,0,26,-6.803229383845487,5.756301954703782
Naive CD4 T,3,0,0,0,44,0.6421067195938441,-4.679414674324538
Naive CD4 T,8,0,0,0,54,-0.4817991775466588,-7.421646997017409
Memory CD4 T,8,0,0,0,82,2.8075047212646815,-8.294976159615066
CD8 T,18,0,0,0,33,1.6655382442282054,-3.6247891631551044
Memory CD4 T,7,0,0,0,60,3.034646936039767,-8.980788156075027
B,3,0,0,0,14,7.6937808471725795,12.171568945365403
FCGR3A+ Mono,9,1,0,0,30,-11.021359495539823,5.3268094811014874
Memory CD4 T,3,0,0,0,52,2.9847661930130336,-5.164569779915358
B,5,0,0,0,18,8.12661833343967,12.18706710668132
Naive CD4 T,5,0,0,0,47,-0.23350267829433946,-6.424533769173171
Memory CD4 T,16,0,1,0,41,3.55873114643558,-8.19352428583577
CD14+ Mono,28,2,0,0,33,-8.79153352202908,6.663098886924241
Naive CD4 T,5,0,0,0,90,1.0669326263473842,-7.1174582686848895
CD14+ Mono,22,0,0,0,15,-8.062852911372342,5.810666159110521
DC,55,12,0,0,51,-6.883026174922147,3.2865503582529767
CD8 T,7,0,0,0,30,5.748030610661349,-1.1067978587575216
DC,92,6,0,0,79,-6.694418005366483,3.0425724539332135
CD14+ Mono,18,3,0,0,20,-8.873207144160428,5.718980387168382
Memory CD4 T,7,0,1,0,64,2.3718081790016505,-8.797606393379715
CD14+ Mono,9,4,0,0,32,-8.615893415827909,7.0720182213358624
Naive CD4 T,7,0,0,0,110,0.8440677004860255,-4.295708581490065
Memory CD4 T,9,0,0,0,52,2.8575009780929896,-8.307701989693191
Naive CD4 T,28,0,0,0,39,1.2119476276443812,-5.827770635170485
CD14+ Mono,9,0,0,0,12,-8.37160401763455,8.668943479972336
CD14+ Mono,7,0,0,0,12,-9.13475041808621,8.464468553977463
B,3,0,0,0,25,7.688849397282443,11.834830358939621
B,2,0,0,0,16,8.665409513096652,12.067263678031418
CD14+ Mono,8,1,0,0,15,-8.325063757319608,8.159563139396164
CD14+ Mono,16,0,0,0,24,-7.7253380340530065,7.927070215659593
CD14+ Mono,44,9,0,0,38,-8.961587004084745,4.244704798179124
NK,3,0,0,0,63,6.189416356663546,-0.7341756072469015
Memory CD4 T,14,0,0,0,45,2.773903139214358,-7.289897843880202
Naive CD4 T,7,0,0,0,29,-0.7864623588515904,-5.175702497047927
B,5,0,0,0,34,6.096941419224581,12.35439117284343
Naive CD4 T,12,0,0,0,30,-0.10158102931515245,-5.775046750587966
Naive CD4 T,15,0,0,0,43,1.1015264469192836,-7.290865823311354
CD14+ Mono,23,2,1,0,15,-7.482872061152616,6.473210409598802
CD14+ Mono,8,0,0,0,10,-8.947024397273221,8.572695806937668
Memory CD4 T,12,0,0,0,45,2.419925041775546,-7.717984124702956
Naive CD4 T,2,0,0,0,23,-0.9050002616836217,-4.6631945815511004
Naive CD4 T,7,0,0,0,26,0.8008233982132289,-6.067705556435134
CD14+ Mono,42,5,0,0,29,-9.025472692866483,5.613102510886644
Naive CD4 T,29,0,0,0,27,-0.2791500610305455,-7.619730874580886
CD14+ Mono,8,1,0,0,14,-8.073536924739042,6.519459322410081
CD8 T,13,0,0,0,48,4.433807798008761,-3.400481626076247
Naive CD4 T,10,0,0,0,55,-0.5788317245437291,-6.837682649178054
Naive CD4 T,7,0,0,0,44,0.7804165559814784,-6.500602170509841
FCGR3A+ Mono,100,4,0,0,61,-11.166641287226835,4.0495832714609845
Naive CD4 T,7,0,0,0,31,0.942409284691653,-3.7194575515218036
Naive CD4 T,8,0,0,0,40,0.29147786674960585,-6.973697587532546
Naive CD4 T,3,0,0,0,50,-0.5841329616500524,-7.603209420723464
Memory CD4 T,31,0,1,0,75,2.7808055358932826,-8.99328891901448
CD14+ Mono,8,0,0,0,5,-8.664920858760038,8.720252588706467
CD14+ Mono,5,1,0,0,15,-8.312672666926542,7.29748018117473
Naive CD4 T,19,0,0,0,58,1.8449087779031608,-5.56270687250569
Memory CD4 T,9,0,0,0,25,1.6877167153166148,-5.5880345550008075
Naive CD4 T,7,0,0,0,33,0.22815842209323378,-6.800339623970534
CD14+ Mono,17,0,0,0,34,-8.17524056853787,6.269474581199144
FCGR3A+ Mono,52,6,0,0,87,-11.52111058654324,3.8088069710306867
Memory CD4 T,11,0,0,0,53,1.7652327234850738,-8.402661248726394
Naive CD4 T,13,0,1,0,28,0.5831987339065883,-6.536849423927809
CD8 T,19,0,0,0,64,4.849565692524752,-3.926844522041823
CD8 T,9,0,0,0,52,3.6349358039902064,-3.3352503028340594
Memory CD4 T,9,0,0,0,49,2.383906074147067,-7.085620805305983
CD14+ Mono,6,0,0,0,14,-8.746463827510038,8.857588365989182
B,8,0,0,0,23,6.23433203278049,12.654554441886399
Platelet,33,0,0,0,17,-9.634082846064725,0.2712820324473124
CD8 T,6,0,0,0,22,3.9344634491012904,-1.9295238700337667
B,6,0,0,0,109,5.7434188800857875,13.359991148429367
FCGR3A+ Mono,38,10,0,0,99,-11.887858442683378,4.178152874427293
Memory CD4 T,4,0,0,0,50,2.597693272213778,-5.713574334663893
CD14+ Mono,14,3,1,0,18,-8.425211004634061,6.949789598899339
FCGR3A+ Mono,54,1,0,0,139,-12.002594999690213,3.806126669364427
NK,16,0,0,0,73,7.418793149571261,-0.4281994548268575
B,2,0,0,0,6,8.708571858982882,12.41325004430339
B,13,0,0,0,25,7.484729238133273,12.861032560782883
B,6,0,0,0,47,6.974361367802462,13.369258001761887
B,6,0,0,0,13,7.02051252899631,12.142519072013352
CD8 T,12,0,0,0,96,5.077886052708468,-3.0378050055928485
CD14+ Mono,38,0,1,0,53,-8.438603453059354,5.214526728110765
Naive CD4 T,12,1,0,0,39,0.008330293278536516,-6.730172559303786
CD8 T,8,0,0,0,63,4.799540944676242,-1.7047137465901632
FCGR3A+ Mono,47,6,0,0,144,-11.998742155451932,3.9889031204752667
B,9,0,0,0,25,7.545761533360324,13.021657064872239
CD8 T,13,0,0,0,52,4.694913097004733,-2.2232948985524432
Naive CD4 T,13,0,0,0,46,1.2927490550087306,-7.274796411079909
B,7,0,0,0,12,9.323389955143771,12.217222288566086
CD14+ Mono,11,2,0,0,21,-7.62467961730496,7.558357313590501
Naive CD4 T,16,0,0,0,45,1.4565665799187038,-4.991593762917067
B,4,0,0,0,16,6.204746671299777,12.144096449332688
Naive CD4 T,1,0,0,0,16,-0.9380124134017613,-4.844848081154372
Naive CD4 T,6,0,0,0,23,-1.2230690044356969,-6.536638661903884
Naive CD4 T,14,0,0,0,50,-0.08728700103298692,-7.088848992867018
CD14+ Mono,43,6,0,0,42,-7.908664755244413,5.411242559867357
CD14+ Mono,34,0,0,0,8,-8.36557202758328,7.283326223807786
CD14+ Mono,3,0,0,0,7,-8.979188017268338,8.22291620107219
CD14+ Mono,5,0,0,0,5,-8.72314267577664,8.832215860801194
Memory CD4 T,24,0,0,0,47,1.6616649853990886,-7.7155627456136004
B,9,0,0,0,20,6.970681138615451,11.877102926688645
Naive CD4 T,6,0,0,0,11,0.03546399651034804,-2.9321507659383075
CD14+ Mono,11,0,0,0,16,-7.782126478572049,7.734808042960618
CD14+ Mono,34,2,0,0,45,-7.574480108637967,5.6893912109904035
CD14+ Mono,39,8,0,0,30,-7.887869886775174,4.430436685996507
CD8 T,23,1,0,0,101,4.42294926224216,-3.226852819008376
Memory CD4 T,6,0,0,0,41,3.2461556869552943,-6.843552514595534
Naive CD4 T,14,0,0,0,42,0.987212010006747,-7.2496861663289325
FCGR3A+ Mono,66,18,0,0,72,-9.97732739867703,3.9279256615214093
Memory CD4 T,25,0,0,0,59,2.6392286497162196,-8.039423867744949
Memory CD4 T,18,0,0,0,69,1.5843326675699565,-5.823416158241774
CD14+ Mono,7,3,0,0,16,-9.380888037104764,7.486153200583909
CD8 T,7,0,0,0,26,1.9638790714548442,-2.7491366115041034
CD8 T,14,0,0,0,49,4.614229388813815,-3.252034589333083
NK,38,0,0,0,80,7.067204900364718,0.1751795563273173
Memory CD4 T,25,0,0,0,75,3.713475413899264,-5.111801072639968
Naive CD4 T,3,0,0,0,21,-1.3756604713393834,-5.197671338600661
CD8 T,8,0,0,0,47,4.414036460499606,-2.837112828774001
B,8,0,0,0,34,6.786411710362277,12.566518858390305
B,4,0,0,0,20,9.142743535618624,12.04807670445964
B,0,0,0,0,15,9.217026181797824,12.027665213065598
NK,15,0,0,0,76,6.928050942997775,-0.4363786426015157
B,5,0,0,0,28,7.883323617558322,12.304112509208176
FCGR3A+ Mono,41,5,1,0,80,-9.946962408442655,4.504855946021531
Memory CD4 T,20,0,1,0,49,2.175921030621371,-6.54556934503987
Naive CD4 T,13,0,0,0,25,0.35021085319980116,-5.195660516304518
B,8,0,0,0,8,7.1495608764694545,12.496763304191086
Naive CD4 T,15,0,0,0,58,-0.100726656336942,-8.136596604866531
Naive CD4 T,13,0,0,0,61,0.7985010820434901,-8.088312074226883
NK,15,2,0,0,48,6.765459008793673,-0.15067689089253133
Memory CD4 T,31,0,0,0,103,2.6298618989990565,-8.877503320259597
Naive CD4 T,14,0,0,0,36,0.19484121380313368,-6.3020238128133075
Naive CD4 T,8,0,0,0,37,0.29839295921786757,-6.014020368141677
Naive CD4 T,5,0,0,0,21,1.2641644555137965,-6.788512155098464
NK,15,0,0,2,67,7.00838512955173,-0.06999544767811483
CD14+ Mono,22,0,2,0,67,-7.965696386714139,4.379085138755296
B,6,0,0,0,16,8.553502507786593,12.04769237371013
Naive CD4 T,18,0,0,0,20,1.2033094245003078,-5.32735006479695
B,7,0,0,0,41,5.841341920475802,12.719162062125656
Naive CD4 T,4,0,0,0,36,-0.6540508789016393,-6.53759758142903
CD14+ Mono,63,15,2,0,80,-9.053473524470487,4.117441013770555
B,5,0,0,0,14,8.044973321537814,11.52574069829509
Naive CD4 T,2,0,0,0,53,1.3957274335430476,-6.010323449654128
Naive CD4 T,43,0,0,0,31,-0.4073679965926793,-7.360136910957839
CD14+ Mono,22,1,1,0,24,-7.375369123835721,6.352365568595384
CD14+ Mono,16,2,1,0,32,-9.095433287043729,5.788379744010423
CD14+ Mono,21,8,0,0,52,-8.66534238280789,5.532250002341722
Naive CD4 T,14,0,0,0,68,0.39023859081729384,-6.990634843391921
B,13,0,0,0,46,7.205137200932345,13.387868956046555
Naive CD4 T,9,1,0,0,47,-1.0037336868240025,-5.664334222359206
Memory CD4 T,31,1,0,0,52,2.860191174130282,-7.728615685982253
CD8 T,16,0,0,0,25,2.445265718083224,-3.062018319649245
B,9,0,0,0,16,6.938646264653048,11.83929164739177
Memory CD4 T,10,0,0,0,57,3.6929854827926967,-6.537336274666335
NK,16,0,0,1,31,6.074916310887179,-0.15160183577015585
B,5,0,0,0,18,7.297592111210665,12.60068900914714
NK,13,0,0,0,77,6.575114198307833,0.15490992398783976
Memory CD4 T,8,0,2,0,58,1.9661517518566463,-7.895028993172194
Memory CD4 T,7,0,1,0,51,2.3718606906936976,-7.3881797042317645
Naive CD4 T,8,0,0,0,33,1.310448058228335,-6.545527383369948
Memory CD4 T,20,0,0,0,51,2.7614417153404567,-7.399269029182936
DC,16,6,2,0,59,-6.971414617915311,3.4249966892771466
CD8 T,19,0,1,0,78,4.495285697560153,-4.877628251595046
CD14+ Mono,22,1,0,0,42,-8.234119467158475,5.505024031119798
Naive CD4 T,5,0,0,0,37,0.5012967067764613,-4.390165254158522
Memory CD4 T,18,0,0,0,63,3.0916177707718226,-7.737029000801589
CD14+ Mono,25,2,0,0,18,-7.922178320307889,8.104439810233567
CD8 T,14,0,0,2,62,5.63032526550754,-2.134501859230544
CD14+ Mono,29,0,0,0,55,-6.8446713012649205,5.90148408742473
Naive CD4 T,5,0,0,0,21,0.6895604806946132,-3.8616041388936297
Memory CD4 T,22,0,0,0,55,3.1602231937454555,-8.782156869453933
CD14+ Mono,20,0,0,0,23,-7.313040785212674,5.957451895194505
Memory CD4 T,26,0,0,0,82,2.6954409557388637,-6.964733048958327
Memory CD4 T,6,0,0,0,66,2.2757790463970515,-5.764229699654128
NK,1,0,0,0,54,5.686362453083834,-0.4271740165181417
CD8 T,12,0,0,0,80,4.837721057514987,-1.8972560611195821
Memory CD4 T,12,0,0,0,65,3.4804117160843226,-8.492219850105789
CD14+ Mono,36,0,0,0,34,-6.801651052851835,6.2871766838602765
FCGR3A+ Mono,45,15,0,0,55,-10.618606619258085,4.9433115276865705
B,3,0,0,0,25,8.735375352482638,12.301282957511399
Naive CD4 T,5,0,0,0,26,-0.4189918559981969,-3.631321355385329
Memory CD4 T,15,0,0,0,61,3.0556457716034267,-7.896796151680495
Naive CD4 T,24,1,0,0,41,-0.9181836170150426,-6.666479512733962
Memory CD4 T,10,0,0,0,51,2.5717970806167934,-6.899713441414382
Platelet,46,0,0,0,37,-9.679110578913846,0.2634153518252116
CD14+ Mono,24,1,0,0,38,-6.78793530883328,5.823726252036546
NK,11,0,0,0,81,6.188892789463839,0.12100906701609904
CD8 T,19,0,0,0,93,4.0934342819259975,-4.593298360390212
CD14+ Mono,25,6,0,0,19,-8.208926252741971,6.518807962851976
FCGR3A+ Mono,38,1,0,0,65,-11.837110571284452,4.358029440360521
CD14+ Mono,26,1,0,0,25,-8.051347784419217,5.513642385917161
Memory CD4 T,33,0,1,0,91,3.5743687826202724,-6.24373190073445
CD8 T,3,0,0,0,38,2.5774443822906825,-3.7652425017781512
Naive CD4 T,3,0,0,0,26,-0.15567129077450303,-4.042776032967116
Naive CD4 T,7,0,0,0,32,-1.0302103084518102,-4.85422413019612
Naive CD4 T,4,0,0,0,88,0.9745455461548183,-6.089342996162917
Memory CD4 T,16,0,0,0,92,2.5856095033691737,-7.875870629829909
Naive CD4 T,8,0,0,0,72,-0.4133508724166539,-7.171884461922194
Naive CD4 T,17,0,0,0,32,-0.7359293025924352,-5.222616120857741
FCGR3A+ Mono,30,0,0,0,56,-10.605128340144315,4.646882132010911
CD14+ Mono,19,1,0,0,21,-8.400463156123319,6.78307302327678
Memory CD4 T,6,0,1,0,44,2.5877245145843837,-6.974702760262038
FCGR3A+ Mono,59,2,0,0,97,-11.952710203547635,3.8756616863779767
B,4,1,0,0,45,6.887957044224581,13.256762579398606
B,7,0,0,0,57,5.964984841923556,13.410595968680832
B,0,0,0,0,6,8.920397229771456,11.850117758231614
DC,56,4,0,0,69,-6.937809996028104,3.3181923183970197
Naive CD4 T,6,0,0,0,49,1.4705323058174464,-3.9989837851948993
Memory CD4 T,7,0,0,0,37,2.4509344178245875,-7.065135880989577
FCGR3A+ Mono,95,55,2,0,105,-11.299045614619413,3.926392391639207
Memory CD4 T,28,0,0,0,62,3.7800198274658534,-7.788486405891921
Memory CD4 T,15,0,0,0,40,2.9719819503830287,-7.285872384590651
Memory CD4 T,8,0,0,0,41,2.863054819683871,-6.420641347450759
CD8 T,4,0,0,1,115,5.430341191868624,-1.7249664512105245
FCGR3A+ Mono,41,6,0,0,83,-11.101030401606717,4.114612654166673
Memory CD4 T,8,0,0,0,89,3.6380278545425746,-8.183165475410965
FCGR3A+ Mono,47,2,1,0,68,-10.112771086115995,4.49579389424846
Naive CD4 T,7,0,0,0,21,-1.0316625160171178,-6.193264886421706
CD14+ Mono,11,0,0,0,7,-8.609928182978788,8.514341906028244
Naive CD4 T,5,0,0,0,52,1.1651903468178126,-8.161279603523758
B,9,0,0,0,25,6.200333543400607,12.639744833426926
